track,link_id,name,meta
Stock,0,Microsoft Corporation (MSFT),$399
Stock,1,Apple Inc. (AAPL),$165
Stock,2,Alphabet Inc. (GOOG),$155
Stock,3,Alphabet Inc. (GOOGL),$154
Stock,4,NVIDIA Corporation (NVDA),$762
Stock,5,"Amazon.com, Inc. (AMZN)",$174
Stock,6,"Meta Platforms, Inc. (META)",$481
Stock,7,Berkshire Hathaway Inc. New (BRK-B),$405
Stock,8,Eli Lilly and Company (LLY),$726
Stock,9,Broadcom Inc. (AVGO),$1204
Stock,10,Visa Inc. (V),$269
Stock,11,JP Morgan Chase & Co. (JPM),$185
Stock,12,Walmart Inc. (WMT),$59
Stock,13,Exxon Mobil Corporation (XOM),$119
Stock,14,"Tesla, Inc. (TSLA)",$147
Stock,15,UnitedHealth Group Incorporated (UNH),$501
Stock,16,Mastercard Incorporated (MA),$455
Stock,17,Procter & Gamble Company (The) (PG),$158
Stock,18,Johnson & Johnson (JNJ),$147
Stock,19,"Home Depot, Inc. (The) (HD)",$335
Stock,20,"Merck & Company, Inc. (MRK)",$125
Stock,21,Oracle Corporation (ORCL),$114
Stock,22,Costco Wholesale Corporation (COST),$709
Stock,23,Chevron Corporation (CVX),$160
Stock,24,AbbVie Inc. (ABBV),$166
Stock,25,Bank of America Corporation (BAC),$36
Stock,26,"Salesforce, Inc. (CRM)",$270
Stock,27,Coca-Cola Company (The) (KO),$60
Stock,28,"Pepsico, Inc. (PEP)",$174
Stock,29,"Netflix, Inc. (NFLX)",$555
Stock,30,"Advanced Micro Devices, Inc. (AMD)",$146
Stock,31,Linde plc (LIN),$446
Stock,32,Wells Fargo & Company (WFC),$60
Stock,33,Adobe Inc. (ADBE),$465
Stock,34,Thermo Fisher Scientific Inc (TMO),$544
Stock,35,Walt Disney Company (The) (DIS),$112
Stock,36,Accenture plc (ACN),$316
Stock,37,McDonald's Corporation (MCD),$271
Stock,38,"Cisco Systems, Inc. (CSCO)",$48
Stock,39,"T-Mobile US, Inc. (TMUS)",$162
Stock,40,Abbott Laboratories (ABT),$107
Stock,41,"Caterpillar, Inc. (CAT)",$354
Stock,42,QUALCOMM Incorporated (QCOM),$157
Stock,43,Danaher Corporation (DHR),$235
Stock,44,Verizon Communications Inc. (VZ),$40
Stock,45,Intuit Inc. (INTU),$605
Stock,46,International Business Machines (IBM),$181
Stock,47,American Express Company (AXP),$231
Stock,48,GE Aerospace (GE),$148
Stock,49,Comcast Corporation (CMCSA),$40
Stock,50,"Applied Materials, Inc. (AMAT)",$189
Stock,51,ConocoPhillips (COP),$129
Stock,52,Morgan Stanley (MS),$90
Stock,53,"Pfizer, Inc. (PFE)",$26
Stock,54,"ServiceNow, Inc. (NOW)",$713
Stock,55,Philip Morris International Inc (PM),$93
Stock,56,Intel Corporation (INTC),$34
Stock,57,Texas Instruments Incorporated (TXN),$159
Stock,58,Amgen Inc. (AMGN),$268
Stock,59,Blackstone Inc. (BX),$118
Stock,60,"Uber Technologies, Inc. (UBER)",$69
Stock,61,"Nike, Inc. (NKE)",$94
Stock,62,Union Pacific Corporation (UNP),$232
Stock,63,RTX Corporation (RTX),$101
Stock,64,Charles Schwab Corporation (The (SCHW),$73
Stock,65,S&P Global Inc. (SPGI),$412
Stock,66,"NextEra Energy, Inc. (NEE)",$64
Stock,67,"Lowe's Companies, Inc. (LOW)",$230
Stock,68,"Goldman Sachs Group, Inc. (The) (GS)",$404
Stock,69,"Intuitive Surgical, Inc. (ISRG)",$366
Stock,70,Honeywell International Inc. (HON),$194
Stock,71,Progressive Corporation (The) (PGR),$214
Stock,72,Stryker Corporation (SYK),$325
Stock,73,"Elevance Health, Inc. (ELV)",$531
Stock,74,"United Parcel Service, Inc. (UPS)",$142
Stock,75,"Eaton Corporation, PLC (ETN)",$303
Stock,76,AT&T Inc. (T),$16
Stock,77,"Micron Technology, Inc. (MU)",$106
Stock,78,Booking Holdings Inc. Common St (BKNG),$3414
Stock,79,Lam Research Corporation (LRCX),$870
Stock,80,"Citigroup, Inc. (C)",$59
Stock,81,"BlackRock, Inc. (BLK)",$749
Stock,82,Lockheed Martin Corporation (LMT),$463
Stock,83,Deere & Company (DE),$400
Stock,84,"TJX Companies, Inc. (The) (TJX)",$93
Stock,85,Medtronic plc. (MDT),$79
Stock,86,Boeing Company (The) (BA),$169
Stock,87,Vertex Pharmaceuticals Incorpor (VRTX),$394
Stock,88,Chubb Limited (CB),$250
Stock,89,The Cigna Group (CI),$352
Stock,90,"Automatic Data Processing, Inc. (ADP)",$243
Stock,91,"Marsh & McLennan Companies, Inc (MMC)",$202
Stock,92,Starbucks Corporation (SBUX),$87
Stock,93,Bristol-Myers Squibb Company (BMY),$48
Stock,94,Boston Scientific Corporation (BSX),$67
Stock,95,"Airbnb, Inc. (ABNB)",$155
Stock,96,"Regeneron Pharmaceuticals, Inc. (REGN)",$896
Stock,97,"Prologis, Inc. (PLD)",$103
Stock,98,"Mondelez International, Inc. (MDLZ)",$68
Stock,99,"Analog Devices, Inc. (ADI)",$183
Stock,100,"Palo Alto Networks, Inc. (PANW)",$277
Stock,101,CVS Health Corporation (CVS),$69
Stock,102,"Fiserv, Inc. (FI)",$148
Stock,103,KLA Corporation (KLAC),$628
Stock,104,"Gilead Sciences, Inc. (GILD)",$66
Stock,105,"Waste Management, Inc. (WM)",$207
Stock,106,"HCA Healthcare, Inc. (HCA)",$305
Stock,107,American Tower Corporation (REI (AMT),$171
Stock,108,General Dynamics Corporation (GD),$288
Stock,109,Southern Company (The) (SO),$72
Stock,110,"Chipotle Mexican Grill, Inc. (CMG)",$2869
Stock,111,"Synopsys, Inc. (SNPS)",$510
Stock,112,Sherwin-Williams Company (The) (SHW),$305
Stock,113,Target Corporation (TGT),$168
Stock,114,"Arista Networks, Inc. (ANET)",$246
Stock,115,CME Group Inc. (CME),$213
Stock,116,"EOG Resources, Inc. (EOG)",$133
Stock,117,"Cadence Design Systems, Inc. (CDNS)",$280
Stock,118,Duke Energy Corporation (Holdin (DUK),$98
Stock,119,Intercontinental Exchange Inc. (ICE),$131
Stock,120,Illinois Tool Works Inc. (ITW),$250
Stock,121,"Altria Group, Inc. (MO)",$42
Stock,122,Colgate-Palmolive Company (CL),$87
Stock,123,Schlumberger N.V. (SLB),$49
Stock,124,"Freeport-McMoRan, Inc. (FCX)",$49
Stock,125,"Equinix, Inc. (EQIX)",$748
Stock,126,Marathon Petroleum Corporation (MPC),$196
Stock,127,McKesson Corporation (MCK),$524
Stock,128,Parker-Hannifin Corporation (PH),$534
Stock,129,Northrop Grumman Corporation (NOC),$462
Stock,130,Moody's Corporation (MCO),$374
Stock,131,Marriott International (MAR),$236
Stock,132,"Becton, Dickinson and Company (BDX)",$234
Stock,133,CSX Corporation (CSX),$34
Stock,134,Cintas Corporation (CTAS),$661
Stock,135,Zoetis Inc. (ZTS),$146
Stock,136,Amphenol Corporation (APH),$110
Stock,137,Transdigm Group Incorporated (TDG),$1187
Stock,138,Phillips 66 (PSX),$154
Stock,139,FedEx Corporation (FDX),$266
Stock,140,"PayPal Holdings, Inc. (PYPL)",$62
Stock,141,Trane Technologies plc (TT),$288
Stock,142,"O'Reilly Automotive, Inc. (ORLY)",$1090
Stock,143,Pioneer Natural Resources Compa (PXD),$270
Stock,144,U.S. Bancorp (USB),$40
Stock,145,Ecolab Inc. (ECL),$218
Stock,146,Emerson Electric Company (EMR),$108
Stock,147,Aon plc (AON),$310
Stock,148,"PNC Financial Services Group, I (PNC)",$152
Stock,149,"Republic Services, Inc. (RSG)",$189
Stock,150,Occidental Petroleum Corporatio (OXY),$66
Stock,151,PACCAR Inc. (PCAR),$111
Stock,152,"Roper Technologies, Inc. (ROP)",$534
Stock,153,Constellation Energy Corporatio (CEG),$180
Stock,154,"Motorola Solutions, Inc. (MSI)",$339
Stock,155,Monster Beverage Corporation (MNST),$53
Stock,156,NXP Semiconductors N.V. (NXPI),$215
Stock,157,Norfolk Southern Corporation (NSC),$241
Stock,158,Capital One Financial Corporati (COF),$142
Stock,159,Valero Energy Corporation (VLO),$163
Stock,160,Welltower Inc. (WELL),$91
Stock,161,"Simon Property Group, Inc. (SPG)",$140
Stock,162,"Estee Lauder Companies, Inc. (T (EL)",$144
Stock,163,Edwards Lifesciences Corporatio (EW),$85
Stock,164,"AutoZone, Inc. (AZO)",$2985
Stock,165,Arthur J. Gallagher & Co. (AJG),$236
Stock,166,"Air Products and Chemicals, Inc (APD)",$231
Stock,167,"MetLife, Inc. (MET)",$71
Stock,168,3M Company (MMM),$92
Stock,169,"Copart, Inc. (CPRT)",$52
Stock,170,"DexCom, Inc. (DXCM)",$130
Stock,171,"American International Group, I (AIG)",$74
Stock,172,Truist Financial Corporation (TFC),$36
Stock,173,"The Travelers Companies, Inc. (TRV)",$214
Stock,174,General Motors Company (GM),$42
Stock,175,Hilton Worldwide Holdings Inc. (HLT),$194
Stock,176,"Fortinet, Inc. (FTNT)",$63
Stock,177,Ford Motor Company (F),$12
Stock,178,Carrier Global Corporation (CARR),$53
Stock,179,AFLAC Incorporated (AFL),$83
Stock,180,"Constellation Brands, Inc. (STZ)",$260
Stock,181,"Cencora, Inc. (COR)",$239
Stock,182,Hess Corporation (HES),$154
Stock,183,"D.R. Horton, Inc. (DHI)",$142
Stock,184,"Williams Companies, Inc. (The) (WMB)",$38
Stock,185,"ONEOK, Inc. (OKE)",$79
Stock,186,"W.W. Grainger, Inc. (GWW)",$942
Stock,187,"Autodesk, Inc. (ADSK)",$216
Stock,188,"Old Dominion Freight Line, Inc. (ODFL)",$211
Stock,189,The Kraft Heinz Company (KHC),$37
Stock,190,Nucor Corporation (NUE),$191
Stock,191,Public Storage (PSA),$260
Stock,192,Realty Income Corporation (O),$53
Stock,193,Allstate Corporation (The) (ALL),$172
Stock,194,Newmont Corporation (NEM),$39
Stock,195,"Ross Stores, Inc. (ROST)",$133
Stock,196,lululemon athletica inc. (LULU),$352
Stock,197,American Electric Power Company (AEP),$84
Stock,198,DBA Sempra (SRE),$70
Stock,199,Microchip Technology Incorporat (MCHP),$81
Stock,200,Pacific Gas & Electric Co. (PCG),$16
Stock,201,"Digital Realty Trust, Inc. (DLR)",$136
Stock,202,TE Connectivity Ltd. New Switze (TEL),$140
Stock,203,Johnson Controls International  (JCI),$63
Stock,204,"Paychex, Inc. (PAYX)",$119
Stock,205,Kimberly-Clark Corporation (KMB),$126
Stock,206,Keurig Dr Pepper Inc. (KDP),$31
Stock,207,"United Rentals, Inc. (URI)",$628
Stock,208,The Bank of New York Mellon Cor (BK),$56
Stock,209,"Kinder Morgan, Inc. (KMI)",$18
Stock,210,"Super Micro Computer, Inc. (SMCI)",$713
Stock,211,"Ameriprise Financial, Inc. (AMP)",$417
Stock,212,"Dominion Energy, Inc. (D)",$49
Stock,213,"IQVIA Holdings, Inc. (IQV)",$228
Stock,214,Crown Castle Inc. (CCI),$95
Stock,215,Lennar Corporation (LEN),$150
Stock,216,"AMETEK, Inc. (AME)",$177
Stock,217,Kroger Company (The) (KR),$56
Stock,218,Fidelity National Information S (FIS),$70
Stock,219,MSCI Inc. (MSCI),$510
Stock,220,Centene Corporation (CNC),$75
Stock,221,Dow Inc. (DOW),$56
Stock,222,"General Mills, Inc. (GIS)",$70
Stock,223,"Prudential Financial, Inc. (PRU)",$110
Stock,224,Humana Inc. (HUM),$328
Stock,225,"IDEXX Laboratories, Inc. (IDXX)",$476
Stock,226,Cummins Inc. (CMI),$287
Stock,227,"L3Harris Technologies, Inc. (LHX)",$205
Stock,228,"Yum! Brands, Inc. (YUM)",$138
Stock,229,"Agilent Technologies, Inc. (A)",$132
Stock,230,"Moderna, Inc. (MRNA)",$101
Stock,231,Fastenal Company (FAST),$67
Stock,232,GE HealthCare Technologies Inc. (GEHC),$84
Stock,233,Otis Worldwide Corporation (OTIS),$95
Stock,234,"Corteva, Inc. (CTVA)",$54
Stock,235,"Charter Communications, Inc. (CHTR)",$265
Stock,236,Sysco Corporation (SYY),$76
Stock,237,The Hershey Company (HSY),$185
Stock,238,Exelon Corporation (EXC),$37
Stock,239,Kenvue Inc. (KVUE),$19
Stock,240,GE Vernova Inc. (GEV),$135
Stock,241,"Diamondback Energy, Inc. (FANG)",$200
Stock,242,Ingersoll Rand Inc. (IR),$88
Stock,243,"Quanta Services, Inc. (PWR)",$243
Stock,244,"Martin Marietta Materials, Inc. (MLM)",$575
Stock,245,Arch Capital Group Ltd. (ACGL),$92
Stock,246,"Nasdaq, Inc. (NDAQ)",$60
Stock,247,Halliburton Company (HAL),$39
Stock,248,"CoStar Group, Inc. (CSGP)",$84
Stock,249,"Gartner, Inc. (IT)",$440
Stock,250,Electronic Arts Inc. (EA),$127
Stock,251,Las Vegas Sands Corp. (LVS),$45
Stock,252,Cognizant Technology Solutions  (CTSH),$67
Stock,253,Vulcan Materials Company (Holdi (VMC),$252
Stock,254,Royal Caribbean Cruises Ltd. (RCL),$129
Stock,255,Devon Energy Corporation (DVN),$51
Stock,256,LyondellBasell Industries NV (LYB),$100
Stock,257,Public Service Enterprise Group (PEG),$65
Stock,258,Baker Hughes Company (BKR),$32
Stock,259,Dollar General Corporation (DG),$144
Stock,260,"Verisk Analytics, Inc. (VRSK)",$222
Stock,261,"Consolidated Edison, Inc. (ED)",$91
Stock,262,CDW Corporation (CDW),$235
Stock,263,Archer-Daniels-Midland Company (ADM),$62
Stock,264,Discover Financial Services (DFS),$125
Stock,265,Global Payments Inc. (GPN),$122
Stock,266,Xylem Inc. (XYL),$127
Stock,267,"Rockwell Automation, Inc. (ROK)",$269
Stock,268,"DuPont de Nemours, Inc. (DD)",$73
Stock,269,"PPG Industries, Inc. (PPG)",$130
Stock,270,"Delta Air Lines, Inc. (DAL)",$47
Stock,271,Xcel Energy Inc. (XEL),$54
Stock,272,Hartford Financial Services Gro (HIG),$98
Stock,273,VICI Properties Inc. (VICI),$27
Stock,274,Extra Space Storage Inc (EXR),$132
Stock,275,"Monolithic Power Systems, Inc. (MPWR)",$591
Stock,276,Biogen Inc. (BIIB),$194
Stock,277,"ANSYS, Inc. (ANSS)",$322
Stock,278,Fair Isaac Corproation (FICO),$1130
Stock,279,Fortive Corporation (FTV),$79
Stock,280,Tractor Supply Company (TSCO),$252
Stock,281,"West Pharmaceutical Services, I (WST)",$372
Stock,282,HP Inc. (HPQ),$27
Stock,283,Willis Towers Watson Public Lim (WTW),$264
Stock,284,Edison International (EIX),$69
Stock,285,Garmin Ltd. (GRMN),$139
Stock,286,Corning Incorporated (GLW),$31
Stock,287,"Equifax, Inc. (EFX)",$216
Stock,288,"Dollar Tree, Inc. (DLTR)",$122
Stock,289,"Cardinal Health, Inc. (CAH)",$108
Stock,290,ResMed Inc. (RMD),$178
Stock,291,"AvalonBay Communities, Inc. (AVB)",$184
Stock,292,eBay Inc. (EBAY),$50
Stock,293,ON Semiconductor Corporation (ON),$60
Stock,294,CBRE Group Inc (CBRE),$84
Stock,295,Howmet Aerospace Inc. (HWM),$63
Stock,296,"Raymond James Financial, Inc. (RJF)",$123
Stock,297,"WEC Energy Group, Inc. (WEC)",$81
Stock,298,Westinghouse Air Brake Technolo (WAB),$144
Stock,299,"Church & Dwight Company, Inc. (CHD)",$104
Stock,300,"Mettler-Toledo International, I (MTD)",$1188
Stock,301,Keysight Technologies Inc. (KEYS),$145
Stock,302,"Targa Resources, Inc. (TRGP)",$112
Stock,303,Fifth Third Bancorp (FITB),$36
Stock,304,"NVR, Inc. (NVR)",$7685
Stock,305,"Zimmer Biomet Holdings, Inc. (ZBH)",$119
Stock,306,"T. Rowe Price Group, Inc. (TROW)",$108
Stock,307,"Take-Two Interactive Software,  (TTWO)",$140
Stock,308,M&T Bank Corporation (MTB),$143
Stock,309,"Brown & Brown, Inc. (BRO)",$82
Stock,310,Brown Forman Inc (BF-B),$49
Stock,311,Dover Corporation (DOV),$169
Stock,312,Equity Residential (EQR),$61
Stock,313,"American Water Works Company, I (AWK)",$118
Stock,314,Weyerhaeuser Company (WY),$31
Stock,315,"Broadridge Financial Solutions, (BR)",$193
Stock,316,Entergy Corporation (ETR),$106
Stock,317,Genuine Parts Company (GPC),$162
Stock,318,"Align Technology, Inc. (ALGN)",$298
Stock,319,DTE Energy Company (DTE),$108
Stock,320,"PulteGroup, Inc. (PHM)",$105
Stock,321,"Axon Enterprise, Inc. (AXON)",$293
Stock,322,State Street Corporation (STT),$73
Stock,323,FirstEnergy Corp. (FE),$38
Stock,324,Iron Mountain Incorporated (Del (IRM),$75
Stock,325,Veralto Corp (VLTO),$88
Stock,326,Hewlett Packard Enterprise Comp (HPE),$16
Stock,327,"Steel Dynamics, Inc. (STLD)",$136
Stock,328,"Builders FirstSource, Inc. (BLDR)",$177
Stock,329,Western Digital Corporation (WDC),$66
Stock,330,Molina Healthcare Inc (MOH),$367
Stock,331,International Flavors & Fragran (IFF),$83
Stock,332,"Tyson Foods, Inc. (TSN)",$59
Stock,333,SBA Communications Corporation (SBAC),$196
Stock,334,"Corpay, Inc. (CPAY)",$294
Stock,335,W.R. Berkley Corporation (WRB),$82
Stock,336,PTC Inc. (PTC),$176
Stock,337,Eversource Energy (D/B/A) (ES),$59
Stock,338,Coterra Energy Inc. (CTRA),$27
Stock,339,Hubbell Inc (HUBB),$388
Stock,340,"Live Nation Entertainment, Inc. (LYV)",$89
Stock,341,"Rollins, Inc. (ROL)",$42
Stock,342,"Warner Bros. Discovery, Inc. -  (WBD)",$8
Stock,343,Invitation Homes Inc. (INVH),$33
Stock,344,Deckers Outdoor Corporation (DECK),$800
Stock,345,Ball Corporation (BALL),$64
Stock,346,Alexandria Real Estate Equities (ARE),$115
Stock,347,"NetApp, Inc. (NTAP)",$97
Stock,348,Baxter International Inc. (BAX),$39
Stock,349,"Ulta Beauty, Inc. (ULTA)",$413
Stock,350,PPL Corporation (PPL),$27
Stock,351,"McCormick & Company, Incorporat (MKC)",$73
Stock,352,STERIS plc (Ireland) (STE),$199
Stock,353,Ameren Corporation (AEE),$73
Stock,354,Kellanova (K),$57
Stock,355,Huntington Bancshares Incorpora (HBAN),$13
Stock,356,"Cboe Global Markets, Inc. (CBOE)",$180
Stock,357,Hormel Foods Corporation (HRL),$34
Stock,358,Teledyne Technologies Incorpora (TDY),$401
Stock,359,Aptiv PLC (APTV),$69
Stock,360,Principal Financial Group Inc (PFG),$80
Stock,361,Cincinnati Financial Corporatio (CINF),$119
Stock,362,"First Solar, Inc. (FSLR)",$175
Stock,363,"Illumina, Inc. (ILMN)",$117
Stock,364,Carnival Corporation (CCL),$14
Stock,365,"VeriSign, Inc. (VRSN)",$184
Stock,366,"Darden Restaurants, Inc. (DRI)",$152
Stock,367,Omnicom Group Inc. (OMC),$92
Stock,368,Jacobs Solutions Inc. (J),$143
Stock,369,"CenterPoint Energy, Inc (Holdin (CNP)",$28
Stock,370,"The Cooper Companies, Inc. (COO)",$90
Stock,371,Textron Inc. (TXT),$93
Stock,372,Clorox Company (The) (CLX),$143
Stock,373,CMS Energy Corporation (CMS),$59
Stock,374,"Hologic, Inc. (HOLX)",$75
Stock,375,Atmos Energy Corporation (ATO),$117
Stock,376,"Expedia Group, Inc. (EXPE)",$129
Stock,377,Southwest Airlines Company (LUV),$29
Stock,378,Waters Corporation (WAT),$296
Stock,379,"Ventas, Inc. (VTR)",$43
Stock,380,Regions Financial Corporation (RF),$18
Stock,381,Seagate Technology Holdings PLC (STX),$82
Stock,382,"J.B. Hunt Transport Services, I (JBHT)",$167
Stock,383,Celanese Corporation (CE),$154
Stock,384,IDEX Corporation (IEX),$227
Stock,385,"Tyler Technologies, Inc. (TYL)",$403
Stock,386,Avery Dennison Corporation (AVY),$211
Stock,387,Laboratory Corporation of Ameri (LH),$201
Stock,388,Synchrony Financial (SYF),$41
Stock,389,"United Airlines Holdings, Inc. (UAL)",$51
Stock,390,"Leidos Holdings, Inc. (LDOS)",$124
Stock,391,Loews Corporation (L),$75
Stock,392,Northern Trust Corporation (NTRS),$81
Stock,393,FactSet Research Systems Inc. (FDS),$434
Stock,394,Domino's Pizza Inc (DPZ),$473
Stock,395,"Best Buy Co., Inc. (BBY)",$76
Stock,396,Expeditors International of Was (EXPD),$114
Stock,397,EQT Corporation (EQT),$36
Stock,398,Packaging Corporation of Americ (PKG),$179
Stock,399,"Everest Group, Ltd. (EG)",$370
Stock,400,Masco Corporation (MAS),$71
Stock,401,"Walgreens Boots Alliance, Inc. (WBA)",$18
Stock,402,Marathon Oil Corporation (MRO),$27
Stock,403,"Essex Property Trust, Inc. (ESS)",$235
Stock,404,"Citizens Financial Group, Inc. (CFG)",$33
Stock,405,"Akamai Technologies, Inc. (AKAM)",$101
Stock,406,Bunge Limited (BG),$109
Stock,407,"Skyworks Solutions, Inc. (SWKS)",$96
Stock,408,Mid-America Apartment Communiti (MAA),$126
Stock,409,"NRG Energy, Inc. (NRG)",$69
Stock,410,"CF Industries Holdings, Inc. (CF)",$79
Stock,411,Nordson Corporation (NDSN),$259
Stock,412,"Teradyne, Inc. (TER)",$95
Stock,413,"ConAgra Brands, Inc. (CAG)",$30
Stock,414,"Enphase Energy, Inc. (ENPH)",$106
Stock,415,Jabil Inc. (JBL),$118
Stock,416,Fox Corporation (FOX),$28
Stock,417,Fox Corporation (FOXA),$31
Stock,418,Quest Diagnostics Incorporated (DGX),$128
Stock,419,"EPAM Systems, Inc. (EPAM)",$245
Stock,420,Snap-On Incorporated (SNA),$268
Stock,421,Trimble Inc. (TRMB),$57
Stock,422,Pool Corporation (POOL),$361
Stock,423,KeyCorp (KEY),$14
Stock,424,News Corporation (NWSA),$24
Stock,425,News Corporation (NWS),$24
Stock,426,Zebra Technologies Corporation (ZBRA),$268
Stock,427,"Stanley Black & Decker, Inc. (SWK)",$89
Stock,428,Molson Coors Beverage Company (TAP),$64
Stock,429,MGM Resorts International (MGM),$42
Stock,430,Viatris Inc. (VTRS),$11
Stock,431,"Host Hotels & Resorts, Inc. (HST)",$18
Stock,432,"Franklin Resources, Inc. (BEN)",$25
Stock,433,Albemarle Corporation (ALB),$112
Stock,434,Campbell Soup Company (CPB),$44
Stock,435,LKQ Corporation (LKQ),$49
Stock,436,Gen Digital Inc. (GEN),$20
Stock,437,Pentair plc. (PNR),$78
Stock,438,Amcor plc (AMCR),$8
Stock,439,"UDR, Inc. (UDR)",$36
Stock,440,Alliant Energy Corporation (LNT),$49
Stock,441,"Healthpeak Properties, Inc. (DOC)",$17
Stock,442,A.O. Smith Corporation (AOS),$86
Stock,443,"Revvity, Inc. (RVTY)",$100
Stock,444,NiSource Inc (NI),$27
Stock,445,Westrock Company (WRK),$47
Stock,446,Kimco Realty Corporation (HC) (KIM),$18
Stock,447,International Paper Company (IP),$35
Stock,448,The J.M. Smucker Company (SJM),$114
Stock,449,"Jack Henry & Associates, Inc. (JKHY)",$165
Stock,450,APA Corporation (APA),$32
Stock,451,"Evergy, Inc. (EVRG)",$51
Stock,452,Incyte Corporation (INCY),$52
Stock,453,"Juniper Networks, Inc. (JNPR)",$36
Stock,454,"Lamb Weston Holdings, Inc. (LW)",$81
Stock,455,Charles River Laboratories Inte (CRL),$226
Stock,456,The AES Corporation (AES),$16
Stock,457,Insulet Corporation (PODD),$166
Stock,458,"Interpublic Group of Companies, (IPG)",$30
Stock,459,Eastman Chemical Company (EMN),$96
Stock,460,DaVita Inc. (DVA),$127
Stock,461,Allegion plc (ALLE),$125
Stock,462,Regency Centers Corporation (REG),$58
Stock,463,"Huntington Ingalls Industries,  (HII)",$271
Stock,464,CarMax Inc (KMX),$68
Stock,465,Solventum Corporation (SOLV),$62
Stock,466,"Paycom Software, Inc. (PAYC)",$183
Stock,467,"Wynn Resorts, Limited (WYNN)",$94
Stock,468,"Universal Health Services, Inc. (UHS)",$157
Stock,469,"F5, Inc. (FFIV)",$177
Stock,470,Camden Property Trust (CPT),$96
Stock,471,Ralph Lauren Corporation (RL),$158
Stock,472,"Qorvo, Inc. (QRVO)",$104
Stock,473,"Catalent, Inc. (CTLT)",$55
Stock,474,Mosaic Company (The) (MOS),$31
Stock,475,"Bath & Body Works, Inc. (BBWI)",$43
Stock,476,Bio-Techne Corp (TECH),$62
Stock,477,Teleflex Incorporated (TFX),$206
Stock,478,"Boston Properties, Inc. (BXP)",$60
Stock,479,"Tapestry, Inc. (TPR)",$40
Stock,480,"American Airlines Group, Inc. (AAL)",$14
Stock,481,"Dayforce, Inc. (DAY)",$58
Stock,482,"Henry Schein, Inc. (HSIC)",$70
Stock,483,"Assurant, Inc. (AIZ)",$173
Stock,484,"Match Group, Inc. (MTCH)",$32
Stock,485,Paramount Global (PARA),$12
Stock,486,Pinnacle West Capital Corporati (PNW),$74
Stock,487,Federal Realty Investment Trust (FRT),$99
Stock,488,"Caesars Entertainment, Inc. (CZR)",$38
Stock,489,"C.H. Robinson Worldwide, Inc. (CHRW)",$71
Stock,490,Generac Holdlings Inc. (GNRC),$135
Stock,491,"Bio-Rad Laboratories, Inc. (BIO)",$279
Stock,492,"Etsy, Inc. (ETSY)",$66
Stock,493,Norwegian Cruise Line Holdings  (NCLH),$18
Stock,494,"MarketAxess Holdings, Inc. (MKTX)",$204
Stock,495,"Hasbro, Inc. (HAS)",$55
Stock,496,BorgWarner Inc. (BWA),$32
Stock,497,Robert Half Inc. (RHI),$70
Stock,498,FMC Corporation (FMC),$57
Stock,499,"Mohawk Industries, Inc. (MHK)",$108
Stock,500,Invesco Ltd (IVZ),$15
Stock,501,Comerica Incorporated (CMA),$51
Stock,502,Globe Life Inc. (GL),$66
